[2026-03-31T23:37:20.806Z] GET https://tappwater.com.au/products/ecopro-smr-tap-water-filter?view=smr-clean → 200 (214ms, 301315B)
[2026-03-31T23:37:21.243Z] GET https://tappwater.com.au/cdn/wpm/bcfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (75ms, 188537B)
[2026-03-31T23:37:21.243Z] POST https://monorail-edge.shopifysvc.com/unstable/produce_batch → 200 (288ms, ?B)
[2026-03-31T23:37:21.243Z] GET https://tappwater.com.au/cdn/s/trekkie.storefront.debbda03e9ac9faaa11b0ff77bcb79c971117f47.min.js → 200 (77ms, 113076B)
[2026-03-31T23:37:21.243Z] GET https://tappwater.com.au/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js → 200 (76ms, 13852B)
[2026-03-31T23:37:21.243Z] GET https://tappwater.com.au/cart.js → 200 (180ms, 303B)
[2026-03-31T23:37:21.292Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (203ms, 48432B)
[2026-03-31T23:37:21.292Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1pL7W0Q5n-wU.woff2 → 200 (238ms, 19044B)
[2026-03-31T23:37:21.292Z] GET https://tappwater.com.au/cdn/shop/files/2025_07_21_Tappwater0083.jpg?v=1771828956&width=200 → 200 (238ms, 7352B)
[2026-03-31T23:37:21.292Z] GET https://tappwater.com.au/cdn/shop/files/2025_07_21_Tappwater0735.jpg?v=1771828987&width=200 → 200 (32ms, 8255B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/2025_07_21_Tappwater0170_1.jpg?v=1771829044&width=200 → 200 (237ms, 4804B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/2025_07_21_Tappwater0768.jpg?v=1771829070&width=200 → 200 (31ms, 5900B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/EcoProCompactImages_13.png?v=1771828731&width=200 → 200 (29ms, 2120B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/Sunrise_logo_2023_svg_200x.png?v=5609939447458606585 → 200 (37ms, 3401B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/house_and_garden_logo.svg?v=15851159440529469365 → 200 (25ms, 6464B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/Lifehacker-2023_svg_200x.png?v=2983516134130116512 → 200 (30ms, 3044B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/muyd8brflw1729511975.svg?v=8921875789996810955 → 200 (30ms, 557B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/1024px-The_Telegraph_svg_200x.png?v=17778552913979485449 → 200 (32ms, 3693B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/BHG_Logotype_Black_200x.png?v=8833641811942434186 → 200 (30ms, 4942B)
[2026-03-31T23:37:21.293Z] GET https://tappwater.com.au/cdn/shop/files/BBC-Logo-1997_200x.png?v=13172832668545439687 → 200 (32ms, 2443B)
[2026-03-31T23:37:21.294Z] GET https://cdn.shopify.com/extensions/019d444c-0ffd-7e73-abc5-e253de5b4bdb/moonbundle-617/assets/moonbundle-v2.0.css → 200 (27ms, 73256B)
[2026-03-31T23:37:21.322Z] GET https://tappwater.com.au/cdn/shopifycloud/consent-tracking-api/v0.1/consent-tracking-api.js → 200 (79ms, 22268B)
[2026-03-31T23:37:21.326Z] GET https://cdn.9gtb.com/script.js?rev=9b8201f → 200 (75ms, 193626B)
[2026-03-31T23:37:21.326Z] HEAD https://cdnwidget.judge.me/installed.js → 200 (224ms, 40B)
[2026-03-31T23:37:21.330Z] POST https://tappwater.com.au/api/collect → 200 (143ms, ?B)
[2026-03-31T23:37:21.347Z] POST https://tappwater.com.au/apps/moonbundle-analytics → 404 (332ms, ?B)
[2026-03-31T23:37:21.350Z] GET https://tappwater.com.au/cdn/shop/files/2025_07_21_Tappwater0083.jpg?v=1771828956 → 200 (31ms, 170042B)
[2026-03-31T23:37:21.350Z] GET https://judge.me/api/v1/widgets/product_review?shop_domain=tapp-water-au.myshopify.com&handle=ecopro-smr-tap-water-filter&api_token=virLLJTCKl04SS9U2eK9mPLnmGc&json_request=true&per_page=100&page=1 → 200 (350ms, 3598B)
[2026-03-31T23:37:21.373Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/web-pixel-876478659@3f95c569dcd8d256ed20e00a12567bee/sandbox/worker.modern.js → 200 (79ms, 273B)
[2026-03-31T23:37:21.374Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/web-pixel-840990915@524f6c1ee37bacdca7657a665bdca589/sandbox/worker.modern.js → 200 (68ms, 273B)
[2026-03-31T23:37:21.374Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/web-pixel-692224195@34ad157958823915625854214640f0bf/sandbox/worker.modern.js → 200 (67ms, 273B)
[2026-03-31T23:37:21.374Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/web-pixel-679346371@9735d291f34c37bb980cad11123d15e3/sandbox/worker.modern.js → 200 (86ms, 273B)
[2026-03-31T23:37:21.374Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/web-pixel-465895619@52fc54f4608fa63b89d7f7c4f9344a98/sandbox/worker.modern.js → 200 (70ms, 273B)
[2026-03-31T23:37:21.374Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/web-pixel-shopify-app-pixel@0450/sandbox/worker.modern.js → 200 (78ms, 261B)
[2026-03-31T23:37:21.377Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/app/web-pixel-407896259@ac521efa9cd6866459cd0b40264a3f38/pixel.modern.js → 200 (62ms, 12209B)
[2026-03-31T23:37:21.377Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/app/web-pixel-189432003@ca16bc87fe92b6042fbaa3acc2fbdaa6/pixel.modern.js → 200 (75ms, 7439B)
[2026-03-31T23:37:21.379Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/custom/web-pixel-30015683@1/sandbox/modern/products/ecopro-smr-tap-water-filter?view=smr-clean → 200 (69ms, 2864B)
[2026-03-31T23:37:21.379Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/custom/web-pixel-30048451@1/sandbox/modern/products/ecopro-smr-tap-water-filter?view=smr-clean → 200 (77ms, 1960B)
[2026-03-31T23:37:21.379Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/custom/web-pixel-91160771@1/sandbox/modern/products/ecopro-smr-tap-water-filter?view=smr-clean → 200 (80ms, 4616B)
[2026-03-31T23:37:21.379Z] GET https://tappwater.com.au/web-pixels@cfa8229ew36b6053dp1e134caame9d83f21/custom/web-pixel-shopify-custom-pixel@0450/sandbox/modern/products/ecopro-smr-tap-water-filter?view=smr-clean → 200 (71ms, 845B)
[2026-03-31T23:37:21.385Z] POST https://tappwater.com.au/.well-known/shopify/monorail/unstable/produce_batch → 200 (336ms, ?B)
[2026-03-31T23:37:21.406Z] POST https://tappwater.com.au/.well-known/shopify/monorail/unstable/produce_batch → 200 (312ms, ?B)
[2026-03-31T23:37:21.406Z] POST https://tappwater.com.au/.well-known/shopify/monorail/unstable/produce_batch → 200 (307ms, ?B)
[2026-03-31T23:37:21.406Z] POST https://tappwater.com.au/.well-known/shopify/monorail/unstable/produce_batch → 200 (301ms, ?B)
[2026-03-31T23:37:21.406Z] POST https://tappwater.com.au/.well-known/shopify/monorail/unstable/produce_batch → 200 (296ms, ?B)
[2026-03-31T23:37:21.406Z] POST https://tappwater.com.au/.well-known/shopify/monorail/unstable/produce_batch → 200 (284ms, ?B)
[2026-03-31T23:37:21.423Z] GET https://cdn.shopify.com/shop-assets/static_uploads/shoplift/GTStandard-MRegular.woff2 → 200 (166ms, 63600B)
[2026-03-31T23:37:21.427Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/fender_analytics.e5aba8b3a52dc623782c.js?cb=2 → 200 (183ms, 38425B)
[2026-03-31T23:37:21.427Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/static.05920b16793f2a456e22.js?cb=2 → 200 (173ms, 993B)
[2026-03-31T23:37:21.427Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/vendors~static~in_app_forms~signup_forms~post_identification_sync~web_personalization~client_identity~reviews~telemetry~customerHubRoot~renderFavoritesButton~renderFavoritesIconButton~FavoritesButtonElement~renderFaqWidget~.2cc0e8eaac59e1064c76.js?cb=2 → 200 (183ms, 12742B)
[2026-03-31T23:37:21.427Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/runtime.04857a4ccaba8b6bc510.js?cb=2 → 200 (140ms, 22064B)
[2026-03-31T23:37:21.427Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/sharedUtils.46b909313cee11709de1.js?cb=2 → 200 (154ms, 67157B)
[2026-03-31T23:37:21.427Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/vendors~static~in_app_forms~signup_forms~post_identification_sync~web_personalization~client_identity~reviews~telemetry~customerHubRoot~renderFavoritesButton~renderFavoritesIconButton~FavoritesButtonElement~renderFaqWidget~.2cc0e8eaac59e1064c76.js?cb=2 → 200 (179ms, 12742B)
[2026-03-31T23:37:21.427Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/vendors~in_app_forms~signup_forms~client_identity~telemetry~onsite-triggering-v2~onsite-triggering~.00140035a0ee1bdef5e1.js?cb=2 → 200 (179ms, 8121B)
[2026-03-31T23:37:21.427Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/vendors~in_app_forms~signup_forms~reviews~atlas.0201e888d834a3782e3a.js?cb=2 → 200 (173ms, 29317B)
[2026-03-31T23:37:21.427Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/vendors~in_app_forms~signup_forms.a899b049d575de74ade1.js?cb=2 → 200 (174ms, 12653B)
[2026-03-31T23:37:21.427Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/default~in_app_forms~signup_forms.a9953a1681e0d8106e3e.js?cb=2 → 200 (178ms, 29261B)
[2026-03-31T23:37:21.427Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/signup_forms.b91963e01b14e3963e32.js?cb=2 → 200 (175ms, 1135B)
[2026-03-31T23:37:21.427Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/post_identification_sync.e290d099b5bfa48fdae0.js?cb=2 → 200 (183ms, 4039B)
[2026-03-31T23:37:21.428Z] GET https://static.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/event_adapter.4f7be3f375ef0d59c121.js?cb=2 → 200 (175ms, 710B)
[2026-03-31T23:37:21.428Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/vendors~in_app_forms~signup_forms~client_identity~telemetry~onsite-triggering-v2~onsite-triggering~.00140035a0ee1bdef5e1.js?cb=2 → 200 (172ms, 8121B)
[2026-03-31T23:37:21.428Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/telemetry.252f3f2a5777c4acc847.js?cb=2 → 200 (174ms, 15485B)
[2026-03-31T23:37:21.440Z] GET https://www.googletagmanager.com/gtag/js?id=AW-433631113 → 200 (580ms, 418534B)
[2026-03-31T23:37:21.440Z] GET https://www.googletagmanager.com/gtag/js?id=GT-MK4H7ML → 200 (612ms, 379869B)
[2026-03-31T23:37:21.440Z] GET https://www.googletagmanager.com/gtag/js?id=G-5CEH8KSHBE → 200 (612ms, 520750B)
[2026-03-31T23:37:21.441Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (94ms, 74603B)
[2026-03-31T23:37:21.442Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (92ms, 74603B)
[2026-03-31T23:37:21.444Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (89ms, 74603B)
[2026-03-31T23:37:21.449Z] POST https://tappwater.com.au/apps/moonbundle-analytics → 404 (100ms, ?B)
[2026-03-31T23:37:21.451Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (81ms, 74603B)
[2026-03-31T23:37:21.452Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (80ms, 74603B)
[2026-03-31T23:37:21.452Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (78ms, 74603B)
[2026-03-31T23:37:21.452Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (76ms, 74603B)
[2026-03-31T23:37:21.452Z] GET https://connect.facebook.net/en_US/fbevents.js → 200 (162ms, 365123B)
[2026-03-31T23:37:21.459Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (67ms, 74603B)
[2026-03-31T23:37:21.459Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (67ms, 74603B)
[2026-03-31T23:37:21.460Z] GET https://tappwater.com.au/cdn/wpm/scfa8229ew36b6053dp1e134caame9d83f21m.js → 200 (65ms, 74603B)
[2026-03-31T23:37:21.525Z] GET https://tappwater.com.au/web-pixels/strict/app/web-pixel-692224195@34ad157958823915625854214640f0bf.js → 200 (65ms, 2679B)
[2026-03-31T23:37:21.526Z] GET https://tappwater.com.au/web-pixels/strict/app/web-pixel-876478659@3f95c569dcd8d256ed20e00a12567bee.js → 200 (75ms, 66643B)
[2026-03-31T23:37:21.527Z] GET https://tappwater.com.au/web-pixels/strict/app/web-pixel-840990915@524f6c1ee37bacdca7657a665bdca589.js → 200 (80ms, 7350B)
[2026-03-31T23:37:21.528Z] GET https://tappwater.com.au/web-pixels/strict/app/web-pixel-shopify-app-pixel@0450.js → 200 (63ms, 458B)
[2026-03-31T23:37:21.530Z] GET https://tappwater.com.au/web-pixels/strict/app/web-pixel-465895619@52fc54f4608fa63b89d7f7c4f9344a98.js → 200 (78ms, 76007B)
[2026-03-31T23:37:21.532Z] GET https://tappwater.com.au/web-pixels/strict/app/web-pixel-679346371@9735d291f34c37bb980cad11123d15e3.js → 200 (86ms, 6086B)
[2026-03-31T23:37:21.552Z] GET https://www.googletagmanager.com/gtm.js?id=GTM-5CLQHHV → 200 (500ms, 432807B)
[2026-03-31T23:37:21.553Z] GET https://www.googletagmanager.com/gtag/js?id=AW-433631113 → 200 (467ms, 418534B)
[2026-03-31T23:37:21.553Z] GET https://www.googletagmanager.com/gtag/js?id=AW-433631113 → 200 (457ms, 418534B)
[2026-03-31T23:37:21.581Z] GET https://scripts.clarity.ms/0.8.59/clarity.js → 200 (67ms, 81675B)
[2026-03-31T23:37:21.604Z] GET https://static.klaviyo.com/onsite/js/vendors~static~in_app_forms~signup_forms~post_identification_sync~web_personalization~client_identity~reviews~telemetry~customerHubRoot~renderFavoritesButton~renderFavoritesIconButton~FavoritesButtonElement~renderFaqWidget~.2cc0e8eaac59e1064c76.js → 200 (8ms, 12742B)
[2026-03-31T23:37:21.604Z] GET https://static.klaviyo.com/onsite/js/vendors~Render~ClientStore~~~onsite-back-in-stock.7d7b5b811b79d6bdfaae.js → 200 (8ms, 5101B)
[2026-03-31T23:37:21.605Z] GET https://static.klaviyo.com/onsite/js/1011.4171aa1cf32fdc822472.js → 200 (8ms, 26621B)
[2026-03-31T23:37:21.607Z] GET https://www.clarity.ms/tag/shopify/j4lvvr9u30 → 200 (286ms, 203B)
[2026-03-31T23:37:21.610Z] GET https://fast.a.klaviyo.com/custom-fonts/api/v1/company-fonts/onsite?company_id=UiBpzv → 200 (37ms, 3938B)
[2026-03-31T23:37:21.614Z] GET https://a.klaviyo.com/forms/api/v3/geo-ip → 200 (253ms, 43B)
[2026-03-31T23:37:21.628Z] GET https://connect.facebook.net/signals/config/831311138690473?v=2.9.285&r=stable&domain=tappwater.com.au&hme=12c8cdc903a327d6c396005880a21a0a6c955fe6b6fb47b10c9022424ec9b3ee&ex_m=101%2C194%2C143%2C22%2C69%2C70%2C136%2C65%2C64%2C11%2C151%2C87%2C16%2C130%2C123%2C72%2C75%2C129%2C148%2C153%2C8%2C4%2C5%2C7%2C6%2C3%2C88%2C98%2C154%2C159%2C208%2C59%2C175%2C176%2C52%2C264%2C30%2C71%2C220%2C219%2C218%2C23%2C32%2C100%2C58%2C10%2C60%2C94%2C95%2C96%2C102%2C126%2C31%2C29%2C128%2C125%2C124%2C144%2C73%2C147%2C145%2C146%2C47%2C57%2C119%2C15%2C150%2C42%2C251%2C252%2C250%2C26%2C27%2C28%2C45%2C137%2C74%2C109%2C18%2C20%2C41%2C37%2C39%2C38%2C80%2C89%2C93%2C107%2C135%2C138%2C43%2C108%2C24%2C21%2C115%2C66%2C35%2C140%2C139%2C141%2C132%2C131%2C25%2C34%2C56%2C106%2C149%2C67%2C17%2C142%2C111%2C78%2C63%2C19%2C82%2C83%2C112%2C81%2C33%2C280%2C201%2C190%2C191%2C189%2C283%2C275%2C49%2C202%2C104%2C127%2C77%2C117%2C51%2C44%2C46%2C110%2C116%2C122%2C55%2C61%2C50%2C53%2C97%2C152%2C1%2C120%2C14%2C118%2C12%2C2%2C54%2C90%2C62%2C114%2C86%2C85%2C155%2C156%2C91%2C92%2C9%2C121%2C99%2C48%2C133%2C84%2C76%2C68%2C113%2C103%2C40%2C134%2C0%2C79%2C36%2C105%2C13%2C157 → 200 (24ms, 154834B)
[2026-03-31T23:37:21.647Z] GET https://fonts.googleapis.com/css2?family=Caveat:ital,wght@0,400&family=Kanit:ital,wght@0,100;0,200;0,300;0,400;0,500;0,600;0,700;0,800;0,900&family=Nunito+Sans:ital,wght@0,200;0,300;0,400;0,600;0,700;0,800;0,900&family=Poppins:ital,wght@0,100;0,200;0,300;0,400;0,500;0,600;0,700;0,800;0,900&family=Ubuntu:ital,wght@0,300;0,400;0,500;0,700&family=Yatra+One:ital,wght@0,400&display=swap → 200 (95ms, 51676B)
[2026-03-31T23:37:21.653Z] POST https://data.replo.app/api/v1/fire → 200 (413ms, 11B)
[2026-03-31T23:37:21.655Z] POST https://data.replo.app/api/v1/fire → 200 (369ms, 11B)
[2026-03-31T23:37:21.655Z] GET https://static-forms.klaviyo.com/forms/api/v7/UiBpzv/full-forms → 200 (23ms, 82261B)
[2026-03-31T23:37:21.678Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/default~Render~back-in-stock-dynamic-button-handler~ClientStore~.4bf11aa64a4ba2568a3b.js → 200 (3ms, 13303B)
[2026-03-31T23:37:21.678Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/default~Render~ClientStore~~onsite-back-in-stock.d095d93e14859373a01c.js → 200 (12ms, 14249B)
[2026-03-31T23:37:21.678Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/default~Render~ClientStore~.bbae2a452c6bde14e4ff.js → 200 (12ms, 70922B)
[2026-03-31T23:37:21.678Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/ClientStore.71b80e24d15fcab5e111.js → 200 (12ms, 8758B)
[2026-03-31T23:37:21.679Z] GET https://shop.app/pay/hop?analytics_trace_id=54bf7225-d2cf-459e-a6ed-91f9627afc71&target_origin=https%3A%2F%2Ftappwater.com.au&client_handle=tapp-water-au.myshopify.com → 403 (262ms, ?B)
[2026-03-31T23:37:21.693Z] GET https://static-tracking.klaviyo.com/onsite/js/build-preview/commit-3ff41a9518f1b4c12bf958f12f9a9c05fc0668c0/onsite-triggering-v2.7dc1633900b7f7dd6cee.js → 200 (4ms, 21862B)
[2026-03-31T23:37:21.702Z] GET https://judge.me/api/v1/widgets/product_review?shop_domain=tapp-water-au.myshopify.com&handle=ecopro-smr-tap-water-filter&api_token=virLLJTCKl04SS9U2eK9mPLnmGc&json_request=true&per_page=8&page=1 → 200 (282ms, 3597B)
[2026-03-31T23:37:21.781Z] POST https://k.clarity.ms/collect → pending (?ms, ?B)
[2026-03-31T23:37:21.863Z] POST https://tappwater.com.au/.well-known/shopify/monorail/unstable/produce_batch → 200 (266ms, ?B)
[2026-03-31T23:37:21.887Z] POST https://otlp-http-production.shopifysvc.com/v1/metrics → pending (?ms, ?B)
